sortNumber;code;officialTitle;mediumTitle;shortTitle
925;SK0236556157;Jacovce;Jacovce;Jacovce
926;SK0236556165;Chrabrany;Chrabrany;Chrabrany
927;SK0236556211;Oresany;Oresany;Oresany
928;SK0236556220;Ardanovce;Ardanovce;Ardanovce
929;SK0236556238;Svrbice;Svrbice;Svrbice
930;SK0236556262;Dvorany nad Nitrou;Dvorany nad Nitrou;Dvorany nad Nitrou
931;SK0236556297;Celadince;Celadince;Celadince
932;SK0236556327;Solcianky;Solcianky;Solcianky
933;SK0236556351;Horne Chlebany;Horne Chlebany;Horne Chlebany
934;SK0236580457;Tovarniky;Tovarniky;Tovarniky
935;SK0236581305;Nemcice;Nemcice;Nemcice
936;SK0236581658;Praznovce;Praznovce;Praznovce
937;SK0236581704;Kuzmice;Kuzmice;Kuzmice
938;SK0237500062;Beladice;Beladice;Beladice
939;SK0237500127;Caradice;Caradice;Caradice
940;SK0237500151;Cierne Klacany;Cierne Klacany;Cierne Klacany
941;SK0237500283;Hostie;Hostie;Hostie
942;SK0237500305;Hostovce;Hostovce;Hostovce
943;SK0237500321;Choca;Choca;Choca
944;SK0237500364;Jedlove Kostolany;Jedlove Kostolany;Jedlove Kostolany
945;SK0237500429;Kostolany pod Tribecom;Kostolany pod Tribecom;Kostolany pod Tribecom
946;SK0237500437;Ladice;Ladice;Ladice
947;SK0237500461;Lovce;Lovce;Lovce
948;SK0237500500;Machulince;Machulince;Machulince
949;SK0237500542;Mankovce;Mankovce;Mankovce
950;SK0237500551;Martin nad Zitavou;Martin nad Zitavou;Martin nad Zitavou
951;SK0237500585;Nemcinany;Nemcinany;Nemcinany
952;SK0237500593;Neverice;Neverice;Neverice
953;SK0237500607;Nevidzany;Nevidzany;Nevidzany
954;SK0237500658;Obyce;Obyce;Obyce
955;SK0237500721;Skycov;Skycov;Skycov
956;SK0237500747;Slazany;Slazany;Slazany
957;SK0237500755;Slepcany;Slepcany;Slepcany
958;SK0237500810;Tesarske Mlynany;Tesarske Mlynany;Tesarske Mlynany
959;SK0237500828;Topolcianky;Topolcianky;Topolcianky
960;SK0237500836;Velcice;Velcice;Velcice
961;SK0237500909;Vieska nad Zitavou;Vieska nad Zitavou;Vieska nad Zitavou
962;SK0237500925;Volkovce;Volkovce;Volkovce
963;SK0237500968;Zlate Moravce;Zlate Moravce;Zlate Moravce
964;SK0237500976;Zlatno;Zlatno;Zlatno
965;SK0237500984;Zikava;Zikava;Zikava
966;SK0237517305;Tekovske Nemce;Tekovske Nemce;Tekovske Nemce
967;SK0237555916;Cerveny Hradok;Cerveny Hradok;Cerveny Hradok
968;SK0237555924;Male Vozokany;Male Vozokany;Male Vozokany
969;SK0237555932;Velke Vozokany;Velke Vozokany;Velke Vozokany
970;SK0237582816;Zitavany;Zitavany;Zitavany
971;SK031A509604;Brezovica;Brezovica;Brezovica
972;SK031A509655;Habovka;Habovka;Habovka
973;SK031A509663;Hladovka;Hladovka;Hladovka
974;SK031A509795;Liesek;Liesek;Liesek
975;SK031A509876;Nizna;Nizna;Nizna
976;SK031A509949;Oravsky Biely Potok;Oravsky Biely Potok;Oravsky Biely Potok
977;SK031A509981;Podbiel;Podbiel;Podbiel
978;SK031A510076;Sucha Hora;Sucha Hora;Sucha Hora
979;SK031A510084;Stefanov nad Oravou;Stefanov nad Oravou;Stefanov nad Oravou
980;SK031A510106;Trstena;Trstena;Trstena
981;SK031A510114;Tvrdosin;Tvrdosin;Tvrdosin
982;SK031A510173;Vitanova;Vitanova;Vitanova
983;SK031A510190;Zabiedovo;Zabiedovo;Zabiedovo
984;SK031A510238;Zuberec;Zuberec;Zuberec
985;SK031A518719;Cimhova;Cimhova;Cimhova
986;SK031B517402;Zilina;Zilina;Zilina
987;SK031B517429;Bela;Bela;Bela
988;SK031B517470;Cicmany;Cicmany;Cicmany
989;SK031B517488;Divina;Divina;Divina
990;SK031B517496;Divinka;Divinka;Divinka
991;SK031B517500;Dlhe Pole;Dlhe Pole;Dlhe Pole
992;SK031B517518;Dolna Tizina;Dolna Tizina;Dolna Tizina
993;SK031B517526;Dolny Hricov;Dolny Hricov;Dolny Hricov
994;SK031B517542;Fackov;Fackov;Fackov
995;SK031B517551;Gbelany;Gbelany;Gbelany
996;SK031B517577;Horky;Horky;Horky
997;SK031B517593;Horny Hricov;Horny Hricov;Horny Hricov
998;SK031B517640;Jasenove;Jasenove;Jasenove
999;SK031B517658;Kamenna Poruba;Kamenna Poruba;Kamenna Poruba
1000;SK031B517682;Konska;Konska;Konska
1001;SK031B517704;Kotrcina Lucka;Kotrcina Lucka;Kotrcina Lucka
1002;SK031B517712;Krasnany;Krasnany;Krasnany
1003;SK031B517721;Kunerad;Kunerad;Kunerad
1004;SK031B517739;Lietava;Lietava;Lietava
1005;SK031B517755;Lietavska Svinna-Babkov;Lietavska Svinna-Babkov;Lietavska Svinna-Babkov
1006;SK031B517763;Lutise;Lutise;Lutise
1007;SK031B517771;Lysica;Lysica;Lysica
1008;SK031B517780;Mala Cierna;Mala Cierna;Mala Cierna
1009;SK031B517801;Mojs;Mojs;Mojs
1010;SK031B517828;Nededza;Nededza;Nededza
1011;SK031B517879;Podhorie;Podhorie;Podhorie
1012;SK031B517917;Rajec;Rajec;Rajec
1013;SK031B517925;Rajecka Lesna;Rajecka Lesna;Rajecka Lesna
1014;SK031B517933;Rajecke Teplice;Rajecke Teplice;Rajecke Teplice
1015;SK031B517941;Rosina;Rosina;Rosina
1016;SK031B517950;Stranavy;Stranavy;Stranavy
1017;SK031B517968;Stranske;Stranske;Stranske
1018;SK031B517976;Straza;Straza;Straza
1019;SK031B517984;Strecno;Strecno;Strecno
1020;SK031B518000;Svedernik;Svedernik;Svedernik
1021;SK031B518034;Teplicka nad Vahom;Teplicka nad Vahom;Teplicka nad Vahom
1022;SK031B518042;Terchova;Terchova;Terchova
1023;SK031B518051;Turie;Turie;Turie
1024;SK031B518069;Varin;Varin;Varin
1025;SK031B518077;Velka Cierna;Velka Cierna;Velka Cierna
1026;SK031B518093;Visnove;Visnove;Visnove
1027;SK031B518131;Zbynov;Zbynov;Zbynov
1028;SK031B547522;Bitarova;Bitarova;Bitarova
1029;SK031B547557;Brezany;Brezany;Brezany
1030;SK031B547590;Hricovske Podhradie;Hricovske Podhradie;Hricovske Podhradie
1031;SK031B547611;Ovciarsko;Ovciarsko;Ovciarsko
1032;SK031B547620;Pastina Zavada;Pastina Zavada;Pastina Zavada
1033;SK031B557935;Lietavska Lucka;Lietavska Lucka;Lietavska Lucka
1034;SK031B557960;Porubka;Porubka;Porubka
1035;SK031B557986;Durcina;Durcina;Durcina
1036;SK031B557994;Klace;Klace;Klace
1037;SK031B558168;Nezbudska Lucka;Nezbudska Lucka;Nezbudska Lucka
1038;SK031B581712;Suja;Suja;Suja
1039;SK0311517461;Bytca;Bytca;Bytca
1040;SK0311517623;Hvozdnica;Hvozdnica;Hvozdnica
1041;SK0311517631;Jablonove;Jablonove;Jablonove
1042;SK0311517674;Kolarovice;Kolarovice;Kolarovice
1043;SK0311517691;Kotesova;Kotesova;Kotesova
1044;SK0311517798;Marsova-Rasov;Marsova-Rasov;Marsova-Rasov
1045;SK0311517861;Petrovice;Petrovice;Petrovice
1046;SK0311517895;Predmier;Predmier;Predmier
1047;SK0311517992;Sulov-Hradna;Sulov-Hradna;Sulov-Hradna
1048;SK0311518018;Stiavnik;Stiavnik;Stiavnik
1049;SK0311518085;Velke Rovne;Velke Rovne;Velke Rovne
1050;SK0311581984;Hlboke nad Vahom;Hlboke nad Vahom;Hlboke nad Vahom
1051;SK0312509132;Cadca;Cadca;Cadca
1052;SK0312509159;Cierne;Cierne;Cierne
1053;SK0312509167;Dlha nad Kysucou;Dlha nad Kysucou;Dlha nad Kysucou
1054;SK0312509183;Dunajov;Dunajov;Dunajov
1055;SK0312509213;Klokocov;Klokocov;Klokocov
1056;SK0312509221;Klubina;Klubina;Klubina
1057;SK0312509230;Korna;Korna;Korna
1058;SK0312509248;Krasno nad Kysucou;Krasno nad Kysucou;Krasno nad Kysucou
1059;SK0312509299;Makov;Makov;Makov
1060;SK0312509311;Nova Bystrica;Nova Bystrica;Nova Bystrica
1061;SK0312509337;Olesna;Olesna;Olesna
1062;SK0312509345;Oscadnica;Oscadnica;Oscadnica
1063;SK0312509361;Podvysoka;Podvysoka;Podvysoka
1064;SK0312509396;Radostka;Radostka;Radostka
1065;SK0312509400;Rakova;Rakova;Rakova
1066;SK0312509451;Skalite;Skalite;Skalite
1067;SK0312509477;Stara Bystrica;Stara Bystrica;Stara Bystrica
1068;SK0312509485;Staskov;Staskov;Staskov
1069;SK0312509493;Svrcinovec;Svrcinovec;Svrcinovec
1070;SK0312509507;Turzovka;Turzovka;Turzovka
1071;SK0312509515;Vysoka nad Kysucou;Vysoka nad Kysucou;Vysoka nad Kysucou
1072;SK0312509523;Zakopcie;Zakopcie;Zakopcie
1073;SK0312509531;Zborov nad Bystricou;Zborov nad Bystricou;Zborov nad Bystricou
1074;SK0313509540;Dolny Kubin;Dolny Kubin;Dolny Kubin
1075;SK0313509639;Dlha nad Oravou;Dlha nad Oravou;Dlha nad Oravou
1076;SK0313509671;Horna Lehota;Horna Lehota;Horna Lehota
1077;SK0313509698;Chlebnice;Chlebnice;Chlebnice
1078;SK0313509701;Istebne;Istebne;Istebne
1079;SK0313509710;Jasenova;Jasenova;Jasenova
1080;SK0313509744;Kralovany;Kralovany;Kralovany
1081;SK0313509761;Kriva;Kriva;Kriva
1082;SK0313509787;Lestiny;Lestiny;Lestiny
1083;SK0313509825;Malatina;Malatina;Malatina
1084;SK0313509833;Medzibrodie nad Oravou;Medzibrodie nad Oravou;Medzibrodie nad Oravou
1085;SK0313509922;Oravska Poruba;Oravska Poruba;Oravska Poruba
1086;SK0313509957;Oravsky Podzamok;Oravsky Podzamok;Oravsky Podzamok
1087;SK0313509965;Osadka;Osadka;Osadka
1088;SK0313509973;Parnica;Parnica;Parnica
1089;SK0313509990;Pokryvac;Pokryvac;Pokryvac
1090;SK0313510009;Pribis;Pribis;Pribis
1091;SK0313510017;Pucov;Pucov;Pucov
1092;SK0313510041;Sedliacka Dubova;Sedliacka Dubova;Sedliacka Dubova
1093;SK0313510165;Velicna;Velicna;Velicna
1094;SK0313510181;Vysny Kubin;Vysny Kubin;Vysny Kubin
1095;SK0313510211;Zazriva;Zazriva;Zazriva
1096;SK0313510254;Zaskov;Zaskov;Zaskov
1097;SK0313580813;Bziny;Bziny;Bziny
1098;SK0314509175;Dolny Vadicov;Dolny Vadicov;Dolny Vadicov
1099;SK0314509205;Horny Vadicov;Horny Vadicov;Horny Vadicov
1100;SK0314509256;Kysucke Nove Mesto;Kysucke Nove Mesto;Kysucke Nove Mesto
1101;SK0314509264;Kysucky Lieskovec;Kysucky Lieskovec;Kysucky Lieskovec
1102;SK0314509272;Lodno;Lodno;Lodno
1103;SK0314509281;Lopusne Pazite;Lopusne Pazite;Lopusne Pazite
1104;SK0314509302;Neslusa;Neslusa;Neslusa
1105;SK0314509329;Ochodnica;Ochodnica;Ochodnica
1106;SK0314509370;Povina;Povina;Povina
1107;SK0314509426;Rudina;Rudina;Rudina
1108;SK0314509434;Rudinka;Rudinka;Rudinka
1109;SK0314509442;Rudinska;Rudinska;Rudinska
1110;SK0314509469;Sneznica;Sneznica;Sneznica
1111;SK0314580791;Radola;Radola;Radola
1112;SK0315507393;Konska;Konska;Konska
1113;SK0315510262;Liptovsky Mikulas;Liptovsky Mikulas;Liptovsky Mikulas
1114;SK0315510271;Benadikova;Benadikova;Benadikova
1115;SK0315510319;Bobrovcek;Bobrovcek;Bobrovcek
1116;SK0315510327;Bobrovec;Bobrovec;Bobrovec
1117;SK0315510335;Bobrovnik;Bobrovnik;Bobrovnik
1118;SK0315510351;Bukovina;Bukovina;Bukovina
1119;SK0315510386;Demanovska Dolina;Demanovska Dolina;Demanovska Dolina
1120;SK0315510408;Dubrava;Dubrava;Dubrava
1121;SK0315510416;Galovany;Galovany;Galovany
1122;SK0315510424;Gotovany;Gotovany;Gotovany
1123;SK0315510459;Huty;Huty;Huty
1124;SK0315510467;Hybe;Hybe;Hybe
1125;SK0315510505;Jakubovany;Jakubovany;Jakubovany
1126;SK0315510513;Jalovec;Jalovec;Jalovec
1127;SK0315510521;Jamnik;Jamnik;Jamnik
1128;SK0315510564;Kralova Lehota;Kralova Lehota;Kralova Lehota
1129;SK0315510572;Kvacany;Kvacany;Kvacany
1130;SK0315510581;Lazisko;Lazisko;Lazisko
1131;SK0315510602;Liptovska Anna;Liptovska Anna;Liptovska Anna
1132;SK0315510611;Liptovska Kokava;Liptovska Kokava;Liptovska Kokava
1133;SK0315510653;Liptovska Sielnica;Liptovska Sielnica;Liptovska Sielnica
1134;SK0315510688;Liptovske Beharovce;Liptovske Beharovce;Liptovske Beharovce
1135;SK0315510696;Liptovske Klacany;Liptovske Klacany;Liptovske Klacany
1136;SK0315510700;Liptovske Matiasovce;Liptovske Matiasovce;Liptovske Matiasovce
1137;SK0315510726;Liptovsky Hradok;Liptovsky Hradok;Liptovsky Hradok
1138;SK0315510734;Liptovsky Jan;Liptovsky Jan;Liptovsky Jan
1139;SK0315510751;Liptovsky Ondrej;Liptovsky Ondrej;Liptovsky Ondrej
1140;SK0315510777;Liptovsky Trnovec;Liptovsky Trnovec;Liptovsky Trnovec
1141;SK0315510793;Lubela;Lubela;Lubela
1142;SK0315510831;Malatiny;Malatiny;Malatiny
1143;SK0315510840;Male Borove;Male Borove;Male Borove
1144;SK0315510858;Maluzina;Maluzina;Maluzina
1145;SK0315510874;Nizna Boca;Nizna Boca;Nizna Boca
1146;SK0315510904;Partizanska Lupca;Partizanska Lupca;Partizanska Lupca
1147;SK0315510912;Pavcina Lehota;Pavcina Lehota;Pavcina Lehota
1148;SK0315510921;Pavlova Ves;Pavlova Ves;Pavlova Ves
1149;SK0315510947;Podturen;Podturen;Podturen
1150;SK0315510963;Pribylina;Pribylina;Pribylina
1151;SK0315510971;Prosiek;Prosiek;Prosiek
1152;SK0315511013;Smrecany;Smrecany;Smrecany
1153;SK0315511048;Svaty Kriz;Svaty Kriz;Svaty Kriz
1154;SK0315511072;Trstene;Trstene;Trstene
1155;SK0315511099;Uhorska Ves;Uhorska Ves;Uhorska Ves
1156;SK0315511111;Vavrisovo;Vavrisovo;Vavrisovo
1157;SK0315511129;Vazec;Vazec;Vazec
1158;SK0315511137;Velke Borove;Velke Borove;Velke Borove
1159;SK0315511145;Veterna Poruba;Veterna Poruba;Veterna Poruba
1160;SK0315511153;Vlachy;Vlachy;Vlachy
1161;SK0315511170;Vychodna;Vychodna;Vychodna
1162;SK0315511188;Vysna Boca;Vysna Boca;Vysna Boca
1163;SK0315511196;Zavazna Poruba;Zavazna Poruba;Zavazna Poruba
1164;SK0315511200;Ziar;Ziar;Ziar
1165;SK0315556807;Izipovce;Izipovce;Izipovce
1166;SK0315558281;Liptovska Porubka;Liptovska Porubka;Liptovska Porubka
1167;SK0315580287;Liptovsky Peter;Liptovsky Peter;Liptovsky Peter
1168;SK0316512036;Martin;Martin;Martin
1169;SK0316512052;Bela-Dulice;Bela-Dulice;Bela-Dulice
1170;SK0316512061;Benice;Benice;Benice
1171;SK0316512079;Blatnica;Blatnica;Blatnica
1172;SK0316512133;Bystricka;Bystricka;Bystricka
1173;SK0316512150;Danova;Danova;Danova
1174;SK0316512168;Diakova;Diakova;Diakova
1175;SK0316512206;Dolny Kalnik;Dolny Kalnik;Dolny Kalnik
1176;SK0316512214;Drazkovce;Drazkovce;Drazkovce
1177;SK0316512257;Folkusova;Folkusova;Folkusova
1178;SK0316512290;Horny Kalnik;Horny Kalnik;Horny Kalnik
1179;SK0316512346;Karlova;Karlova;Karlova
1180;SK0316512354;Klastor pod Znievom;Klastor pod Znievom;Klastor pod Znievom
1181;SK0316512371;Kostany nad Turcom;Kostany nad Turcom;Kostany nad Turcom
1182;SK0316512389;Krpelany;Krpelany;Krpelany
1183;SK0316512397;Laskar;Laskar;Laskar
1184;SK0316512419;Leziachov;Leziachov;Leziachov
1185;SK0316512435;Lipovec;Lipovec;Lipovec
1186;SK0316512478;Necpaly;Necpaly;Necpaly
1187;SK0316512486;Nolcovo;Nolcovo;Nolcovo
1188;SK0316512508;Podhradie;Podhradie;Podhradie
1189;SK0316512524;Pribovce;Pribovce;Pribovce
1190;SK0316512541;Rakovo;Rakovo;Rakovo
1191;SK0316512567;Ratkovo;Ratkovo;Ratkovo
1192;SK0316512583;Sklabina;Sklabina;Sklabina
1193;SK0316512591;Sklabinsky Podzamok;Sklabinsky Podzamok;Sklabinsky Podzamok
1194;SK0316512613;Slovany;Slovany;Slovany
1195;SK0316512630;Socovce;Socovce;Socovce
1196;SK0316512648;Sucany;Sucany;Sucany
1197;SK0316512656;Sutovo;Sutovo;Sutovo
1198;SK0316512664;Trebostovo;Trebostovo;Trebostovo
1199;SK0316512672;Trnovo;Trnovo;Trnovo
1200;SK0316512681;Turany;Turany;Turany
1201;SK0316512702;Turcianska Stiavnicka;Turcianska Stiavnicka;Turcianska Stiavnicka
1202;SK0316512711;Turcianske Klacany;Turcianske Klacany;Turcianske Klacany
1203;SK0316512737;Turciansky Dur;Turciansky Dur;Turciansky Dur
1204;SK0316512753;Turciansky Peter;Turciansky Peter;Turciansky Peter
1205;SK0316512761;Valca;Valca;Valca
1206;SK0316512796;Vricko;Vricko;Vricko
1207;SK0316512818;Zaborie;Zaborie;Zaborie
1208;SK0316512834;Zabokreky;Zabokreky;Zabokreky
1209;SK0316545961;Turcianske Jaseno;Turcianske Jaseno;Turcianske Jaseno
1210;SK0316557358;Vrutky;Vrutky;Vrutky
1211;SK0317509558;Babin;Babin;Babin
1212;SK0317509566;Benadovo;Benadovo;Benadovo
1213;SK0317509582;Bobrov;Bobrov;Bobrov
1214;SK0317509591;Breza;Breza;Breza
1215;SK0317509680;Hrustin;Hrustin;Hrustin
1216;SK0317509728;Klin;Klin;Klin
1217;SK0317509779;Krusetnica;Krusetnica;Krusetnica
1218;SK0317509809;Lokca;Lokca;Lokca
1219;SK0317509817;Lomna;Lomna;Lomna
1220;SK0317509850;Mutne;Mutne;Mutne
1221;SK0317509868;Namestovo;Namestovo;Namestovo
1222;SK0317509884;Novot;Novot;Novot
1223;SK0317509892;Oravska Jasenica;Oravska Jasenica;Oravska Jasenica
1224;SK0317509906;Oravska Lesna;Oravska Lesna;Oravska Lesna
1225;SK0317509914;Oravska Polhora;Oravska Polhora;Oravska Polhora
1226;SK0317509931;Oravske Vesele;Oravske Vesele;Oravske Vesele
1227;SK0317510025;Rabca;Rabca;Rabca
1228;SK0317510033;Rabcice;Rabcice;Rabcice
1229;SK0317510050;Sihelne;Sihelne;Sihelne
1230;SK0317510092;Tapesovo;Tapesovo;Tapesovo
1231;SK0317510149;Vasilov;Vasilov;Vasilov
1232;SK0317510157;Vavrecka;Vavrecka;Vavrecka
1233;SK0317510203;Zakamenne;Zakamenne;Zakamenne
1234;SK0317510246;Zubrohlava;Zubrohlava;Zubrohlava
1235;SK0318507300;Ivachnova;Ivachnova;Ivachnova
1236;SK0318507407;Turik;Turik;Turik
1237;SK0318510301;Besenova;Besenova;Besenova
1238;SK0318510441;Hubova;Hubova;Hubova
1239;SK0318510530;Kalameny;Kalameny;Kalameny
1240;SK0318510548;Komjatna;Komjatna;Komjatna
1241;SK0318510599;Likavka;Likavka;Likavka
1242;SK0318510629;Liptovska Luzna;Liptovska Luzna;Liptovska Luzna
1243;SK0318510637;Liptovska Osada;Liptovska Osada;Liptovska Osada
1244;SK0318510661;Liptovska Stiavnica;Liptovska Stiavnica;Liptovska Stiavnica
1245;SK0318510670;Liptovska Tepla;Liptovska Tepla;Liptovska Tepla
1246;SK0318510718;Liptovske Revuce;Liptovske Revuce;Liptovske Revuce
1247;SK0318510742;Liptovsky Michal;Liptovsky Michal;Liptovsky Michal
1248;SK0318510785;Liskova;Liskova;Liskova
1249;SK0318510807;Lubochna;Lubochna;Lubochna
1250;SK0318510815;Lucky;Lucky;Lucky
1251;SK0318510823;Ludrova;Ludrova;Ludrova
1252;SK0318510866;Martincek;Martincek;Martincek
1253;SK0318510955;Potok;Potok;Potok
1254;SK0318510998;Ruzomberok;Ruzomberok;Ruzomberok
1255;SK0318511005;Liptovske Sliace;Liptovske Sliace;Liptovske Sliace
